created_time,message,id,object_link.connections.comments.message
2019-03-15T02:43:36+0000,"Meu filho cometeu bullying com outro coleguinha na sala de aula no ano passado
Quando fiquei sabendo eu fui até a escola,interrompi a aula de artes chamei meu filho e o coleguinha que sofre de diabetes e por isso não pode comer doces e meu filho debochou dele
Fiz ele se retratar na frente dos colegas e dei o maior discurso pra turma
Eles ouviram calados,a prof me agradeceu e ele não recebeu mais bilhetes da escola 
Acho que falta diálogo 
Mas eu sofri numa escola que estudei e nem por isso sai matando os colegas",10151391576454956_10151391672754956,"Que baita atitude...mas tem gnt que não consegue absorver como vc, as chacotas e etc"
2019-03-15T02:43:36+0000,"Meu filho cometeu bullying com outro coleguinha na sala de aula no ano passado
Quando fiquei sabendo eu fui até a escola,interrompi a aula de artes chamei meu filho e o coleguinha que sofre de diabetes e por isso não pode comer doces e meu filho debochou dele
Fiz ele se retratar na frente dos colegas e dei o maior discurso pra turma
Eles ouviram calados,a prof me agradeceu e ele não recebeu mais bilhetes da escola 
Acho que falta diálogo 
Mas eu sofri numa escola que estudei e nem por isso sai matando os colegas",10151391576454956_10151391672754956,"Janice Nogueira Charopem eu também tive esse mesmo problemas com filhos e fui resolver na escola, e tive bullying quando criança que não queria nem.boktar na aula, e nem por isso me tornei assassina"
2019-03-15T02:43:36+0000,"Meu filho cometeu bullying com outro coleguinha na sala de aula no ano passado
Quando fiquei sabendo eu fui até a escola,interrompi a aula de artes chamei meu filho e o coleguinha que sofre de diabetes e por isso não pode comer doces e meu filho debochou dele
Fiz ele se retratar na frente dos colegas e dei o maior discurso pra turma
Eles ouviram calados,a prof me agradeceu e ele não recebeu mais bilhetes da escola 
Acho que falta diálogo 
Mas eu sofri numa escola que estudei e nem por isso sai matando os colegas",10151391576454956_10151391672754956,"Janice Nogueira Charopem que belo exemplo ser seguido , se todas mães fossem assim ...parabéns"
2019-03-15T02:43:36+0000,"Meu filho cometeu bullying com outro coleguinha na sala de aula no ano passado
Quando fiquei sabendo eu fui até a escola,interrompi a aula de artes chamei meu filho e o coleguinha que sofre de diabetes e por isso não pode comer doces e meu filho debochou dele
Fiz ele se retratar na frente dos colegas e dei o maior discurso pra turma
Eles ouviram calados,a prof me agradeceu e ele não recebeu mais bilhetes da escola 
Acho que falta diálogo 
Mas eu sofri numa escola que estudei e nem por isso sai matando os colegas",10151391576454956_10151391672754956,"Janice Nogueira Charopem isso aí eu ia ora escola com. Mesma roupa sem calçados bonitos, usava alpargatas tiravam ind com minha cara! Nem por isso saio por si matando, gente sem Deus e cheios de defesa! Cadeia pra ver, covardes!"
2019-03-15T02:43:36+0000,"Meu filho cometeu bullying com outro coleguinha na sala de aula no ano passado
Quando fiquei sabendo eu fui até a escola,interrompi a aula de artes chamei meu filho e o coleguinha que sofre de diabetes e por isso não pode comer doces e meu filho debochou dele
Fiz ele se retratar na frente dos colegas e dei o maior discurso pra turma
Eles ouviram calados,a prof me agradeceu e ele não recebeu mais bilhetes da escola 
Acho que falta diálogo 
Mas eu sofri numa escola que estudei e nem por isso sai matando os colegas",10151391576454956_10151391672754956,Janice Nogueira Charopem parabéns pela atitude.
2019-03-15T02:43:36+0000,"Meu filho cometeu bullying com outro coleguinha na sala de aula no ano passado
Quando fiquei sabendo eu fui até a escola,interrompi a aula de artes chamei meu filho e o coleguinha que sofre de diabetes e por isso não pode comer doces e meu filho debochou dele
Fiz ele se retratar na frente dos colegas e dei o maior discurso pra turma
Eles ouviram calados,a prof me agradeceu e ele não recebeu mais bilhetes da escola 
Acho que falta diálogo 
Mas eu sofri numa escola que estudei e nem por isso sai matando os colegas",10151391576454956_10151391672754956,parabéns agiu de maneira correta! eu faria o mesmo.
2019-03-15T02:43:36+0000,"Meu filho cometeu bullying com outro coleguinha na sala de aula no ano passado
Quando fiquei sabendo eu fui até a escola,interrompi a aula de artes chamei meu filho e o coleguinha que sofre de diabetes e por isso não pode comer doces e meu filho debochou dele
Fiz ele se retratar na frente dos colegas e dei o maior discurso pra turma
Eles ouviram calados,a prof me agradeceu e ele não recebeu mais bilhetes da escola 
Acho que falta diálogo 
Mas eu sofri numa escola que estudei e nem por isso sai matando os colegas",10151391576454956_10151391672754956,"Janice Nogueira Charopem , precisamos de mais atitudes como essa,mas para isso precisamos que os pais se importem com os filhos,o que hoje não ocorre, não há diálogo."
2019-03-15T02:43:36+0000,"Meu filho cometeu bullying com outro coleguinha na sala de aula no ano passado
Quando fiquei sabendo eu fui até a escola,interrompi a aula de artes chamei meu filho e o coleguinha que sofre de diabetes e por isso não pode comer doces e meu filho debochou dele
Fiz ele se retratar na frente dos colegas e dei o maior discurso pra turma
Eles ouviram calados,a prof me agradeceu e ele não recebeu mais bilhetes da escola 
Acho que falta diálogo 
Mas eu sofri numa escola que estudei e nem por isso sai matando os colegas",10151391576454956_10151391672754956,"Janice Nogueira Charopem 
Parabéns, é isso mesmo que tem que ser feito..
Toda mãe deveria fazer o mesmo, ótimo exemplo.."
2019-03-15T02:43:36+0000,"Meu filho cometeu bullying com outro coleguinha na sala de aula no ano passado
Quando fiquei sabendo eu fui até a escola,interrompi a aula de artes chamei meu filho e o coleguinha que sofre de diabetes e por isso não pode comer doces e meu filho debochou dele
Fiz ele se retratar na frente dos colegas e dei o maior discurso pra turma
Eles ouviram calados,a prof me agradeceu e ele não recebeu mais bilhetes da escola 
Acho que falta diálogo 
Mas eu sofri numa escola que estudei e nem por isso sai matando os colegas",10151391576454956_10151391672754956,Janice Nogueira Charopem Parabens a Nobre e Educadora Mãe..
2019-03-15T02:43:36+0000,"Meu filho cometeu bullying com outro coleguinha na sala de aula no ano passado
Quando fiquei sabendo eu fui até a escola,interrompi a aula de artes chamei meu filho e o coleguinha que sofre de diabetes e por isso não pode comer doces e meu filho debochou dele
Fiz ele se retratar na frente dos colegas e dei o maior discurso pra turma
Eles ouviram calados,a prof me agradeceu e ele não recebeu mais bilhetes da escola 
Acho que falta diálogo 
Mas eu sofri numa escola que estudei e nem por isso sai matando os colegas",10151391576454956_10151391672754956,"Os pais na luta pela sobrevivência e principalmente as mães com suas jornadas extensivas têm pouco tempo para conversarem com os filhos no final do dia e muitas crianças não falam sobre ""as brincadeiras"" feitas com seus filhos. A mãe que tomou essa atitude com certeza dialoga com o filho."
