Comentário,notaPositiva,notaNegativa,Sentimento
"Misericórdia...vcs devem pagar previdência privada, não é possível, pra comemorarem essa Reforma injusta, privilégio pra várias categorias e ferro no povão.",2,-2,neutro
O bom senso prevaleceu!,2,-1,positivo
"Olha... muitos que aplaudem agora, vão chorar muito amanhã.Detalhe: votei no Bolsonaro. Acreditei no que ele dizia, principalmente a respeito da reforma do temer, que era menos dura.Acreditei que estava votando nele. Na vdd, votei no guedes. O bolso virou só um animador de plateia.E para quem acha que ta aplaudindo o combate a privilegios, saiba que, desde 2003, servidor ja é limitado ao ""teto do inss""Saibam também que, enquanto o pedreiro, mineiro, em fim, os que dão muito duro e ganham pouco vão aposentar com 65 anos, terá uma bela parcela de servidores que aposentarâo com 53 anos, por puro lob do bolsonaro.Acreditei que agora o bolsonaro representaria todos os brasileiros, mas infelizmente continuou representando apenas um grupo.E quanto ao calculo da aposentadoria, fiquem sabendo que receberão,  no mínimo,  30% a menos que receberiam.Acreditei que as pessoas estavam mais ligadas a política, que as coisas comecariam a midar, mas infelizmente ta só um fla x flu. Quem e oposição, critica por criticar. Quem é governo elohia sem perceber a arapuca que está sendo preparada.Em suma: acreditei no lado nacionalista, à la Enéas, no Bolsonaro. Arrependimento pelo meu voto. Acaba-se qualquer fio de esperança!",3,-5,negativo
"Sou brasileiro e quero meu Brasil na primeira fila!!!!Reforma.Limpeza.Construção.A casa precisa voltar a ser nova, com cheiro de limpeza.",3,-1,positivo
Mesericordia o povo pirou mesmo !,1,-1,neutro
Enfim uma boa notícia 👏👏👏👏👏,2,-1,positivo
Grande dia 😎👉🇧🇷🙏,3,-1,positivo
"É necessario para eles terem oque desviar, pois oque tinha já se foi, agora é fazer novo fundo, se não a teta deles seca. O povo é que leva fumo, como sempre.Trabalhe a vida toda no pesado como pedreiros, metalurgicos, agricultores e muitas outras profissões que exige mais do corpo para ver se ele chega a 90 anos? Agora ele contribui uma vida toda, sera que não é justo ele chegar na velhice e aproveitar de tudo aquilo que elecontribuiu tambem por 10,15 ou 20 anos?A maioria não chega a isso. A maioria morre antes dos 80 anos, é uma minoria que passa disso por ter uma vida mais confortavel e uma condição financeira melhor para cuidar da saúde como os politicos.",3,-3,neutro
Agora orar pra que o Brasil caminhe pra melhor...,2,-1,positivo
Mas como pode o brasileiro comemorar a propria desgraça.,1,-2,negativo
E agora? Fodeu!,1,-3,negativo
Pagando bem aprovo tbm ...,2,-1,positivo
"Os políticos continuaram com os privilégios, e ainda receberam horrores em verbas, eu acho bem feito pra esse povo que foi as ruas.",2,-1,positivo
Triste foi ver Rodrigo Maia se colocar como o mentor e pai da reforma desqualificando o presidente e a equipe econômica do Paulo Guedes.,1,-3,negativo
Ainda sou obrigado a ouvir q é um Mal necessário..,2,-3,negativo
"Agora é preparar as malas e rumo a Europa... Que o Brasil vai continuar por muito tempo, sendo o País de meia dúzia... de uma das nações mais ignorantes do mundo... Lamentável.",1,-3,negativo
Cambada de vagabundos.,1,-2,negativo
Impressionante... só 6 meses de governo.,1,-1,neutro
VIVA O BRASILLLLLL 🇧🇷🇧🇷🇧🇷🇧🇷👏👏👏👏👏,2,-1,positivo
"Amanha dólar 3,50, IBOVESPA 110k e enfim nossa economia iniciará um novo rumo, aquele que nao vemos desde 2006... agora em mãos certas! 📈📈📈",1,-2,negativo
"O rico ganhou mais ainda com a deforma da Previdência que tira o futuro dos jovens e a aposentadoria de quem mais precisa ,são 900 bilhões roubados do povo que vai direto para os ricos que só especulam e não produzem nada levam o lucro para Suiça Estados Unidos ,mas o que é feio ver pobre comemorando o fim da própria aposentadoria",3,-3,neutro
Mensalão,1,-1,neutro
Jb 17,1,-1,neutro
"Amém, agora é esperar e o restante dos pobres se fodendo pra pagar a conta.quem tem não tá nem aí,agora que recebe salário mínimo tá mas ferrado do que burro de carga.",2,-3,negativo
Aleluia.,1,-1,neutro
Alex FloresEntenderam por que a direita golpista não faz questão de gerar empregos?Porque o povo empregado jamais teria deixado passar o fim da aposentadoria.,1,-2,negativo
Alex Flores Entenderam por que a direita golpista não faz questão de gerar empregos?Porque o povo empregado jamais teria deixado passar o fim da aposentadoria.,1,-2,negativo
E agora deu ruim pra globolixo.Kkkkkkk,1,-2,negativo
É tetra,1,-1,neutro
Avante Brasil!!!! 💚🇧🇷💛,1,-1,neutro
Agora pobre vai tomar cu,1,-3,negativo
https://economia.uol.com.br/noticias/bbc/2019/07/10/reforma-da-previdencia-governo-prioriza-centrao-ao-liberar-r-25-bi-em-emendas-antes-de-votacao.htm,1,-1,neutro
http://www.esquerdadiario.com.br/Deputados-aprovam-em-primeiro-turno-o-fim-do-seu-direito-a-aposentadoria,1,-1,neutro
"Qual a dificuldade de alguns entenderem que sem reforma NÃO haverá aposentadoria no futuro? Que o antigo modelo foi criado numa época onde cada família tinha + de 10 filhos e a base da pirâmide demográfica era maior que o topo e atualmente, isso vem se invertendo: base da pirâmide menor (menos jovens na ativa) e mais aposentados??",1,-2,negativo
COITADO  DE NOS ASSALARIADOS  VAMOS  PAGAR O PATO DEUS  ME LIVRE,2,-1,positivo
"Agora a mamata acabou! Só lerem a reforma da previdência que todos vão entender que os RICOS pagam mais e o POBRE PAGA MENOS. O cara que fala maldade reforma da previdência sem ter lido o texto, esse aí chama o lula de presidente.",1,-4,negativo
Parabéns Brasil,1,-1,neutro
"Agora só tem um jeito: anular a reforma, e só o STF tem autoridade pra isso. Tem que dá entrada no pedido de anulação por compra ilegal de votos, pois usaram recursos da saúde.",1,-2,negativo
"Reforma absolutamente necessária, mas que irá prejudicar (muito) os mais pobres, basta ler o texto, analisar, fazer às contas.Como sempre, aqueles que estão na ponta da pirâmide social, juízes, promotores, políticos e servidores públicos em geral, serão os menos prejudicados.#MORONOSTF#LULAPRESOPRASEMPRE",1,-2,negativo
"Tem esquerdinha ai que vai chora kkkkkkk odo , parabesn aos deputados q votaram e pra turma psol pt rede chupa kkkk",2,-4,negativo
SÓ NOTICIA BOA HJ!,2,-1,positivo
Mais um dia de dor e tristeza pra pelegada... 😂 😂,1,-4,negativo
Parabéns para quem é a favor e dificilmente vai conseguir se aposentar 💀,2,-2,neutro
Faça igual o Bolsonaro seja contra a reforma 👉🏻 https://m.youtube.com/watch?v=JF55A6BSuZQ&feature=share,1,-2,negativo
Reforma da morte aprovado em 1° turno Foi muito dinheiro público mal investido para prejudicar os mais pobres 😥,1,-4,negativo
reforma que ferra os mais pobres e mantem privilegios da alta casta,1,-2,negativo
Só sendo muito ignorante pra comemorar isso...,1,-3,negativo
Agora que vamos passar fome nesse país só por Deus mesmo,1,-2,negativo
Bora tirar as crianças da escola é por pra trabalhar senão vão morrer sem se aposentar! Kkkk,2,-3,negativo
Graças a Deus..Demoro...,2,-1,positivo
É agora o que? Vitória do Brasil!!!!!,1,-1,neutro
E o destaque que retirava os professores desse novo sistema tbm foi votado e derrubado pela maioria.,1,-2,negativo
Chupa petralhada!😎1️⃣7️⃣👉,1,-2,negativo
brasil pais de politicos corruptos,1,-2,negativo
"E agora,...chora ptistas 😂😂😂😂😂",1,-4,negativo
Perde-se todas esperanças.fundo do poço.,1,-1,neutro
"Lulinha não  esta  com 75 anos e ainda queria  trabalhar  pelo Brasil,   vocês  estao  reclamado  do que? Se ele pode por que vocês  estao  reclamando  olha bem  o Bozo  de 10 anos a menos se lula fosse presidente  ia quase  ao 78 assim como temer  então  parem de reclamar  acabou a moleza  todo mundo  trabalhando  para sermos um país  sem miséria",3,-3,neutro
"Agora é farra grande para políticos,  vão ficar com toda arrecadação previdenciária sem nunca pagar aposentadoria. Morra trabalhando bolsominios!",3,-3,neutro
"E agora... vai ter serviço a da com o pé, Milão por mês é pega ou larga. kkkk",2,-1,positivo
Acabou a aposentadoria de todo mundo. Já era otário!,1,-2,negativo
E agora????? O povo foi enganado !!!!!,1,-2,negativo
Os eleitores do Boz🍊 tem que agradecer muito o Rodrigo Maia. Se não fosse ele a reforma do capeta laranja 🍊 não iria sair. Brasil abaixo da 🍊 e a 🍊 acima de todos.Bem vido a reforma do capeta laranja 🍊 pobre brasileiros,1,-2,negativo
Agora vai🇧🇷 👏👏👏👏👏,1,-1,neutro
"Os pobres metidos a rico comemorando meus Deus em que mundo estamos volta Jesus e acaba com tudo ,que Deus tenha misericórdia  desse povo que tem tanto ódio no coração.",1,-4,negativo
"Obrigado , bolsoMÍNIMOS.",2,-1,positivo
Mas o Estadão fake e debilóide havia dito que só haviam 300 votos e não iria passar...,1,-2,negativo
"Parabéns para mim! Que nunca vou me  aposentar! Ohhh céus, oh vida!",2,-2,neutro
Parabéns!,1,-1,neutro
"Governo de cretinos. A começar pelo presidente. Esse desgraçado se aposentou com 33 anos, recebe duas GORDAS APOSENTADORIAS PAGAS PELO SUOR DO TRABALHADOR, E PEDE SACRIFÍCIOS AO POVO. É UM PORCO NOJENTO",1,-4,negativo
379 🇧🇷 x 124 🇻🇪 🇨🇺 🇳🇮 🇦🇴 ....,1,-1,neutro
"Se aprovasse a reforma trabalhista vários empregos seriam gerados, e nada disso aconteceu, povo foi enganado....e agora isso vai se repetir, a reforma da previdência não vai beneficiar em nada os trabalhadores. Sinto muito, infelizmente estamos tomados por uma ignorância sem tamanho",1,-3,negativo
E agora Gazeta???? Enfia o dedo no c*** e cheira.,1,-1,neutro
AGORA A GLOBO CAI,1,-1,neutro
"Parabéns congresso, Bolsonaro, Paulo Guedes, Rodrigo Maia e internautas! 👏🏻👏🏻👏🏻👏🏻",1,-1,neutro
Parabéns aos envolvidos! Quem vai pagar essa porcaria somos nós pobres! E tem ignorantes apoiando isso ! Por isso que esse país não muda..,2,-3,negativo
"Não basta ser pobre , tem que fingir ser rico defendendo a reforma da previdência 😂😂😂",1,-2,negativo
Agora fudeu geral,1,-1,neutro
"Bom, já foi aprovada, amanhã  a economia já melhora. O governo só apostou na reforma da previdência até agora.",2,-1,positivo
Parabéns a besteira que tão fazendo por isso que eles não querem o PT,3,-3,neutro
Parabéns aos envolvidos... teremos idosos pedindo esmola!,1,-1,neutro
"Se essa reforma será boa ou não nós veremos com o passar dos anos o texto é bom, mas que seja aprovada logo e que venha novas reformas , pacote anti crimes e corrupção , reforma triburaria, reforma política!!! CPI da lava toga etc  ! Porque já estou farto de ver esse país parado!!",2,-2,neutro
Lamentável !!!,1,-3,negativo
"Um dos motivos do Brasil não ir pra frente é o próprio brasileiro, ao invés de se voltar contra esse bando de folgados que usam a política pra enriquecer aplaudem a decaida de direitos dos que mais precisam... Até quando?",1,-2,negativo
Parabéns para aqueles que não sabe nem por onde a galinha mija,1,-3,negativo
Agora reza um pai nosso e uma ave-maria.,1,-1,neutro
"Se juntou a bancada evangélica com a bancada da bala, e do agronegócio votaram juntos contra os trabalhadores e depois comemorou. O ano que vem vão pedir votos para os seus prefeitos.",1,-3,negativo
"Se as pessoas estudassem história, nunca votariam no PT pra nada.... Foram contra o Plano real, Lei de responsabilidade fiscal e contra a previdência, temas relacionados a economia e contas públicas que foram essenciais para o crescimento do país....O tempo e a história mais uma vez irá mostrar novamente a verdadeira face desse partido....",2,-3,negativo
"Os direitos adquiridos aos parlamentares até a promulgação do regime da Nova Previdência serão mantidos aos parlamentares que estão ativos, inclusive aos  parlamentares que acabaram de entrar na politica. Da mesma forma todos os direitos adquiridos a outras categorias profissionais deverão seguir o mesmo critério e ser mantidas da mesma forma, portanto profissões que tem aposentadoria especial, que iniciaram sua vida profissional tb agora, igual aos novos parlamentares terão seu direito adquirido assegurado!A aposentadoria especial é  para profissões de risco! É direito adquirido! Direito adquirido não se perde ou seja, a aposentadoria especial ""nos moldes atuais está assegurada para quem já tiver direito adquirido até a promulgação da reforma"" de acordo com o texto: "" Direito adquiridoA concessão de aposentadoria ao parlamentar e de pensão por morte a seus dependentes nos moldes atuais está assegurada para quem já tiver direito adquirido até a promulgação da reforma.""   https://www.google.com/amp/s/oglobo.globo.com/economia/reforma-da-previdencia-entenda-como-ficara-aposentadoria-dos-politicos-23473147%3fversao=amp",2,-4,negativo
"E agora  ñ vai ter mais desemprego, adeus miséria....kkkk",1,-2,negativo
e agora os pobre tão lacado,1,-2,negativo
"Agora? Agora SEGUNDO as previsões,  o Brasil terá que importar mão de obra de todos os países do mundo. Pelo que tudo indica, vai abrir no mínimo, de 90 a 100 milhões de vagas de EMPREGO no Brasil. Até os extraterrestres vão investir pesado no Brasil.",1,-3,negativo
Tabata traíra!,1,-1,neutro
Grande dia!,3,-1,positivo
Agora só falta o senado!,1,-2,negativo
Grande dia...,3,-1,positivo
Grande dia!!!,3,-1,positivo
Nem queria me aposentar mesmo,3,-2,positivo
Pobre povo brasileiro,1,-2,negativo
Fudeu.....,1,-1,neutro
Que nojo desse país....,1,-1,neutro
Excelente.,2,-1,positivo
379 bandidos,1,-2,negativo
Vergonha!!!!,1,-3,negativo
"Queria só ver o dia que essas pessoas que estão comentando ""grande dia"", serem prejudicadas com cortes de benefícios por causa dessa reforma, aí sim, será um grande dia!",3,-2,positivo
"Qualquer pobre que comemora em público a aprovação da reforma da previdência, na verdade, atesta a ignorância que possui.",2,-3,negativo
E os otários aplaudindo!!!!!,1,-1,neutro
CHUPAAAAAAAA ESQUERDA KKKKKK 😂😂🤣🤣,2,-1,positivo
E que chorem os que são contra o país e a favor da corrupção!#RBSLIXO,2,-4,negativo
Bora trabalhar mais e mais meu povo para pagar as contas das luxurias dos 3 poderes. Ta certo bozo. Da-lhe chibatadas.,2,-1,positivo
Grande dia!! 🇧🇷🇧🇷,3,-1,positivo
Adeus aposentadoria.,1,-1,neutro
Boaaaaaaaa vitoria 👏👏👏👏,3,-1,positivo
Muito urubus,1,-1,neutro
Kkkkkk$$$$$$$Kkkkkkk$$$$$$$%%%%%%%%%$$$$$%$%%%,2,-1,positivo
Quem paga por isso e nós trabalhadores ainda tem gente comemorando ...,1,-2,negativo
Nunca vi tanto Brasileiro comemorando a sua desgraça.Só o tempo vai mostrar....,1,-2,negativo
Parabéns  aos envolvidos 👏👏👏 estamos ferrados de comum acordo,1,-2,negativo
#morteaocomunismo#lulapreso#vivaaocapitalismo,1,-1,neutro
Vamos trabalhar como burro de carga para sustentar essa corja de corruptos!!!!,1,-2,negativo
"Querem matar o povo trabalhando até morrer pra se aposentar,o que falta mais??tirar o 13 salario??o PIS?? Parabens pra quem votou nesse palhaço!!!🤡💩🍊",3,-3,neutro
"Bolsonaro escalou a deputada e líder do governo no Congresso Joice Hasselmann (PSL-SP) para fiscalizar a votação de cada deputado e ver se continuavam fiel aos acordos selados com o governo. Caso não cumprissem a promessa de votar a favor da reforma da previdência, as verbas prometidas seriam cortadas.",2,-2,neutro
Pobre defendendo a reforma  🤔🤔 é isso mesmo ?,1,-2,negativo
Vamo lá trabalhar sem direitos e não se aposentar... Quero ver essa gnt q tá achando bom qndo tirarem os direitos deles se vão achar um grande dia '-',3,-3,neutro
"A corda sempre arrebenta pro lado mais fraco...Logo, logo veremos o desastre dessa reforma.",1,-2,negativo
"Vendo os comentários, vemos como as pessoas são mal-informadas. Bom, o futuro irá convencê-las que essa reforma foi o melhor para o Brasil!",2,-1,positivo
Sem estados e municípios fica mutilada,1,-1,neutro
A burrice dos apoiadores a isso impera os legítimos massa de manobra que chamam os petestas mais não se enxergam!!,2,-3,negativo
Pra comemorar poderiam liberar pão com mortadela e café preto pra esquerda! Vamo Brasil!👊🏼🙏🏼🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1,-2,negativo
"Parabéns aos colegas que elegeram o ""MITO "".",2,-1,positivo
"Pra mim , esses que estão comemorando a Reforma da Previdência são vagabundos ou filhinhos de papai que nunca ralaram na vida ou não tem filhos e não pensam no futuro deles!",2,-2,neutro
Sério que tem pobre achando o máximo isso?,1,-2,negativo
Era sabido,1,-1,neutro
DESGRAÇADOS!!!!,1,-3,negativo
Parabéns a tds que aprovaram a reforma. Melhor de td é ver a cara dos petralhas. Tds latindo. PT nunca mais. 👉😎2022,2,-2,neutro
"Eu já tô aposentado, agora vou ter certeza que vou receber  quem ainda não se aposentou vão trabalhar como eu trabalhei paguei 39 anos de contribuição",1,-3,negativo
"Não fazem outra coisa sem ferrar com o trabalhador, bando de canalhas",1,-2,negativo
"Não esqueceremos desses malditos...justiça divina existe e inteligência do eleitor em 2020 e 2022, existirá...nos esforçaremos pra lembrar todo mundo",2,-2,neutro
Acabaram de interrar o trabalhador,1,-1,neutro
"Parabéns quem foi prejudicado? Nós os pobres como sempre, mas vai ter eleições de novo nos aguardem 😡",1,-2,negativo
Parabéns Guerreiros e Guerreiras Brasileiras e Brasileiros.  Curtam AvanteBrasil https://m.facebook.com/story.php?story_fbid=2303928776592089&id=2284105608574406,1,-1,neutro
"Para os pobres que votaram no Bolsonaro: SE FERRARAM BABACAS A Nós,  pobres de esquerda, eu lamento muito mesmo! Temos que continuar nossa luta!",1,-3,negativo
Parabéns aos envolvidos.Essa culpa não carrego,1,-2,negativo
Só digo uma coisa uma hora dessas vou tacar uma bomba com todos os políticos dentro no congresso Nacional e demais corruptos que estão lá só pra seus benefícios vou fazer voar tudo pelos altos esses corruptos...,1,-2,negativo
Parabéns para nois brasileiro e vamos ter que trabalhar até morrer!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1,-1,neutro
Grande dia🇧🇷🇧🇷🇧🇷🇧🇷,3,-1,positivo
Parabéns foi uma lavada na esquerda corrupta.,1,-2,negativo
Parabéns deputados! Mais empregos menos privilégios...,2,-1,positivo
Estão contentes??Beleza então 🐂🐂🐂,2,-1,positivo
Tem pobre comemorando pqp!,1,-2,negativo
"Resumo da reforma:  - trabalhador da iniciativa privada e povão em geral q vão arcar com essa economia(pra quem não sabe, qse 84% da economia de 1 trilhão  vai sair da iniciativa privada e povão) ...todas as categorias pulando fora, policiais federais com 55 anos se aposentarão integralmente, políticos q estão exercendo o cargo não entrarão na reforma,  só valerá pra os novos, militares privilegiados, funcionários públicos estaduais e municipais tbm ficaram de fora...sem contar outros benefícios q serão cortados como por exemplo, quem ganha entre um e dois salários mínimos não ganhará mais o PIS (93% dos q recebem hj, olha o absurdo)...novas aposentadorias serão em média de 20 a 40% menores, enfim, tem mais cortes pro povão q poderia citar, como cálculos de pensões, etc ...de justa, essa reforma da previdência não tem nada...ver a elite apoiar até entendo, mas muitos pobres apoiarem q acho um absurdo...(reforma tem q ter, mas não injusta como está sendo apresentado)",3,-3,neutro
Pobre defende emprego e o brasil com mais oportunidades. Reforma ja,1,-2,negativo
Vergonha!,1,-3,negativo
"Se a reforma da previdência é tão  boa, por que é preciso gastar 2,5 bilhões com compra de votos, num país  ""falido""?#Reformanão",2,-3,negativo
"Chorem mais, petezada 😂🤣😂🤣😂🤣😂🤣😂",1,-4,negativo
https://www.msn.com/pt-br/noticias/politica/por-previd%c3%aancia-governo-agiliza-libera%c3%a7%c3%a3o-de-rdollar-25-bilh%c3%b5es-em-emendas/ar-AAE5igf?li=AAggXC1&ocid=mailsignout,1,-1,neutro
a esquerda é tão fraca que tudo que eles apoiam perde. kkk aceitem o Lula tá preso Bolsonaro é teu presidente e a reforma foi aprovada.,2,-2,neutro
Parabéns aos nossos deputados,1,-1,neutro
"O pete quebrou o Brasil. Mas tem milhões  sobrando, pra comprar os votos desse bando de canalhas  vagabundos.",1,-2,negativo
MAIS UMA PRA CONTA DO PRESIDENTE  BOLSONARO. APROVADA.👏👏👏👏👏,2,-1,positivo
Brasil precisa avançar...tivemos vinte anos de atraso...Parabéns Bolsonaro..Paulo Guedes...Brasil tem pressa 👏👏👏👏👏👏,1,-2,negativo
Vaiiii Basel e o pobre de direita acha acha* que será bom pra ele 😂😂😂😂,2,-2,neutro
A volta da escravidão,1,-2,negativo
Se ferremo...😫😫😫mendigar até os 70 anos...muito triste...NAZISMO disfarçado.,1,-3,negativo
Vão liberar o FGTS?,1,-3,negativo
Grande Dia!!!,3,-1,positivo
379 a 131Fim da Previdência Pública!😩,1,-1,neutro
Já estava mais que na hora de aprovar.,1,-1,neutro
"Quem sabe qua do voltar a ter emprego para todos vocês se preocupem em se aposentar.Só os ""trabalhadores"" indignados...",1,-4,negativo
Parabéns a ESCRAVIDÃO MODERNA A BORDO.,1,-2,negativo
Parabéns povo burro,1,-1,neutro
"Temos que pedir BOAS EMENDAS pessoal...Ou...O CALOTE vai se concretizar prejudicando os Empresários, os Empregados e os contribuintes do setor PRIVADO que sustenta TUDO aqui neste sistema CORRUPTO...O congresso SE não tiver cobrança do CIDADÃO e da CIDADÃ Brasileira vai aprovar SEM EMENDAS e apenas os nossos "" privilégios "" é que serão ROUBADOS...Depois NÃO adianta CHORAR!Abraços e Boa noite à todos",3,-4,negativo
Chora pobre de direita,1,-4,negativo
O proletário tá adorando a reforma da previdência rir para não chorar,2,-4,negativo
"Se o os prejudicados,povo tem amor próprio ,ñ reelegam quem votou a reforma.Vamos sofrer os 4anos,mas nem todo mal dura para sempre.",3,-4,negativo
Más o que tem de gente ignorante 🤨não é  de se admirar que uma  besta retardada virou Presidente 🙄,3,-3,neutro
REFORMAS JÁ !!!...BOLSOMITO / MORO 2022,1,-1,neutro
Reforma pros trouxa pobre por que no rico não meche em nada agora quem ta aplaudindo a hora que tive morrendo na porta do INSS não vem chora vão trabalhar até morre,1,-4,negativo
"👏Tem que pensar é no agora, amanhã agente vê o resto eu não sei se vou tá aqui pra me aposentar mesmo 🤣",2,-2,neutro
Pagando seis milhões  na negociação. ..Foi fácil  a aprovação. ..Estes deputados envergonham o nosso país.,1,-2,negativo
